GlyTouCan ID,IUPAC Condensed,Subsumption Level,Monoisotopic Mass
G02831JT,Gal(b1-4)Rha(a1-4)GalA(a1-2)Rha(a1-4)GalA,Linkage-defined saccharide,824.24
G02841EM,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1973.73
G02776UX,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,2021.74
G02801LU,GalNAc(a1-3)D-Rha(b1-4)Glc(b1-6)Galf(b1-6)GalNAc(b1-3)Gal,Linkage-defined saccharide,1056.39
G02865PH,Xyl(b1-2)Xyl(b1-4)Xyl,Linkage-defined saccharide,414.14
G02882DY,Glc(b1-3)FucNAc(a1-3)D-FucNAc,Linkage-defined saccharide,554.23
G02886QC,D-Fuc(a1-2)Gal(b1-4)GlcNAc,Linkage-defined saccharide,529.2
G02893XV,Glc(a1-3)[Fuc(a1-4)]Gal,Linkage-defined saccharide,488.17
G02911TG,D-Fuc(a1-4)Gal(b1-4)Glc,Linkage-defined saccharide,488.17
G02912JK,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1624.6
G02872OI,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1827.68
G03008NQ,Man(b1-3)[Man(a1-4)]Man(a1-4)Man(b1-4)GlcNAc(a1-4)GlcNAc,Linkage-defined saccharide,1072.38
G02946BE,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man,Linkage-defined saccharide,1056.39
G02963KR,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc,Linkage-defined saccharide,1364.5
G02990DF,Gal(a1-2)Gal(a1-2)[Glc(a1-3)]Glc,Linkage-defined saccharide,666.22
G03035VB,Fuc(a1-2)Gal(b1-3)[Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1364.5
G03036BF,ManA(b1-4)ManA(b1-4)L-GulA,Linkage-defined saccharide,546.11
G03079DD,Man(a1-6)[Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,1026.38
G03082RK,Araf(a1-3)[Glc(b1-3)Rha(a1-4)]Glc,Linkage-defined saccharide,620.22
G03105ES,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Gal(b1-4)Glc,Linkage-defined saccharide,1218.44
G03071KV,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc,Linkage-defined saccharide,732.28
G03129RJ_2,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1608.6
G03129RJ_4,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1608.6
G03129RJ_12,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1608.6
G03137OM,Xyl(b1-4)Rha(a1-4)[Xyl(b1-3)]Glc,Linkage-defined saccharide,590.21
G03169FK,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc,Linkage-defined saccharide,1040.39
G03184WN,GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)GalNAc,Linkage-defined saccharide,1884.7
G03165SD,GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2274.86
G03278MV,Gal(b1-3)[Kdn(a2-6)]GalNAc,Linkage-defined saccharide,633.21
G03236PQ,GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)Glc,Linkage-defined saccharide,992.38
G03285XX,Rha(a1-3)Rha(a1-3)Man(a1-2)[Glc(a1-4)Gal(b1-6)]Man-ol,Linkage-defined saccharide,960.35
G03316KL,Rha(a1-3)Rha(a1-3)Rha(a1-3)Rha(a1-4)Glc,Linkage-defined saccharide,764.3
G03332AE,Man(b1-2)Man(b1-2)Man(a1-3)[Man(a1-6)]Man(a1-2)Man(a1-2)Man,Linkage-defined saccharide,1152.38
G03343RX,GlcNAc(a1-4)Gal(b1-3)[GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1357.51
G03361LU,Gal(b1-4)Rha(a1-3)Xyl(b1-3)Ara,Linkage-defined saccharide,590.21
G03393EH,GlcNAc(b1-2)[GlcNAc(b1-6)]Gal,Linkage-defined saccharide,586.22
G03294GL,GalNAc(b1-4)Gal(b1-4)GlcNAc(b1-3)Gal,Linkage-defined saccharide,748.27
G03296AO,Glc(b1-3)[Glc(b1-6)]Glc(b1-6)Glc(b1-6)Glc,Linkage-defined saccharide,828.27
G03399GQ_2,Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-3)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1396.49
G03399GQ_4,Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1396.49
G03301RN,Glc(a1-2)Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)Man(a1-6)]Man,Linkage-defined saccharide,1638.54
G03321QE,GalA(a1-6)Man(a1-5)Kdo,Linkage-defined saccharide,576.15
G03390OB,Neu(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,956.33
G03412HE,Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc,Linkage-defined saccharide,1092.36
G03424JS,Glc(b1-3)[GlcN(b1-3)[Glc(b1-6)]Glc(b1-6)Glc(b1-6)]Glc(b1-6)Glc,Linkage-defined saccharide,1151.4
G03430XA,Man(a1-3)Man(b1-4)GlcNAc(a1-4)GlcNAc,Linkage-defined saccharide,748.27
G03417WT,Gal(a1-3)Gal(b1-2)L-Gal,Linkage-defined saccharide,504.17
G03439CH,GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1439.57
G03454MW,Man(a1-3)[Man(a1-6)]Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,Linkage-defined saccharide,1074.4
G03454SH,Gal(a1-3)GlcNAc(b1-4)Rha,Linkage-defined saccharide,529.2
G03496HK,Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcN,Linkage-defined saccharide,706.26
G03540VC,GalNAc(a1-4)Man(a1-2)Man(a1-2)Man,Linkage-defined saccharide,707.25
G03493ZH,Man(a1-2)Man(a1-2)[Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,1841.62
G03520RT,Gal(b1-4)GlcNAc(b1-6)GalNAc,Linkage-defined saccharide,586.22
G03542MQ,Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,1031.35
G03544FB,L-Xyl(b1-2)Rha(a1-4)Man,Linkage-defined saccharide,458.16
G03600QH,Rha(a1-2)Glc(b1-2)Xyl,Linkage-defined saccharide,458.16
G03605AU,Fuc(a1-2)Gal(b1-3)[GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1097.41
G03616EA,Gal(a1-2)[Abe(a1-3)]Man(a1-4)Rha,Linkage-defined saccharide,618.24
G03641KF,Glc(b1-3)Glc(b1-3)Gal(b1-4)Man,Linkage-defined saccharide,666.22
G03578WG,Ara(a1-3)[Xyl(b1-2)]GlcA,Linkage-defined saccharide,458.13
G03655VA,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Fuc(a1-3)GlcNAc(b1-4)]Man(a1-3)[Fuc(a1-3)GlcNAc(b1-2)[Fuc(a1-3)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2614.99
G03664PT,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2532.91
G03678VE,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)Gal(b1-3)[GalNAc(a1-3)Gal(b1-6)]Gal(b1-4)Glc,Linkage-defined saccharide,1380.49
G03737GE,Glc(b1-2)Glc(b1-2)[Xyl(b1-3)]Glc(b1-4)Gal,Linkage-defined saccharide,798.26
G03769FB,GalNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,570.23
G03783BX,Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(a1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,1391.51
G03803NH,Man(a1-3)Fuc(a1-3)GalNAc(b1-2)[Parf(b1-3)]Man,Linkage-defined saccharide,821.32
G03817LR,Fuc(a1-4)[Fuc(a1-5)]Kdn(a2-3)Gal(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1436.52
G03827VQ,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,1729.63
G03824SY,Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc,Linkage-defined saccharide,2167.78
G03850NH,Glc(b1-2)[Glc(b1-3)]Glc(b1-4)Gal,Linkage-defined saccharide,666.22
G03798SV,Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-4)]Man(a1-3)[Fuc(a1-6)GlcNAc(b1-4)GlcNAc(b1-4)][Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-6)]Man(a1-6)]Man,Linkage-defined saccharide,3101.15
G03821ND,Neu(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,956.33
G03852KN,Gal(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,732.28
G03855TY,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,2167.78
G03859WM,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,3320.22
G03941EL,Gal(b1-3)[Gal(b1-3)Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,910.33
G03933DR,GlcN(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1137.45
G03955RC,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1364.5
G04002YJ,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1535.59
G04002CA,Xyl(a1-6)Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[L-Gal(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Linkage-defined saccharide,1548.51
G04010IG,GalNAc(a1-3)GalNAc(b1-3)[Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)]Gal(a1-4)Gal(b1-4)Glc,Linkage-defined saccharide,1421.52
G04084WX,Fuc(b1-2)Gal(b1-3)Glc,Linkage-defined saccharide,488.17
G04088HP,Rha(a1-3)GalNAc(a1-3)GalNAc,Linkage-defined saccharide,570.23
G04108VL,Gal(a1-2)Man(b1-4)Rha,Linkage-defined saccharide,488.17
G04110ES,GlcNAc(b1-4)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(b1-6)]Man(a1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1478.54
G04111FM,Fuc(a1-4)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,999.36
G04134IM,Gal(a1-2)[Abe(a1-3)]Rha,Linkage-defined saccharide,456.18
G04150EU,Rha(a1-2)Man(a1-2)[Man(b1-4)GlcA(a1-2)Galf(b1-6)]Man,Linkage-defined saccharide,988.31
G04116CC,Gal(b1-4)GlcNAc(b1-6)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1113.41
G04105TN,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[D-Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1989.73
G04152JO,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1681.62
G04172KN,GlcNAc(b1-2)[Gal(b1-4)][GlcNAc(b1-6)]Man,Linkage-defined saccharide,748.27
G04188GU,Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Araf(a1-3)Xyl(b1-2)][Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Linkage-defined saccharide,2986.99
G04216XN,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,2240.82
G04242KP,Fuc(a1-2)GlcA(b1-3)Gal(b1-4)[Fuc(a1-2)]Gal(b1-3)GalNAc,Linkage-defined saccharide,1013.34
G04178KA,Glc(a1-3)Glc(b1-4)Glc(b1-6)Glc(a1-6)Gal-ol,Linkage-defined saccharide,830.29
G04196SD,GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,Linkage-defined saccharide,1056.39
G04181TH,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)Gal,Linkage-defined saccharide,691.25
G04252AF,GlcNAc(b1-2)Rha(a1-2)Rha(a1-3)Rha(a1-3)GlcNAc(b1-2)Rha(a1-2)Rha(a1-3)Rha,Linkage-defined saccharide,1300.52
G04259KA,Fuc(a1-2)D-Fuc(b1-3)[Fuc(a1-4)]GlcNAc,Linkage-defined saccharide,659.26
G04311TE,Gal(b1-3)GalNAc(b1-4)GlcNAc(b1-2)Man,Linkage-defined saccharide,748.27
G04329KS,Glc(b1-6)Glc(b1-3)GlcA,Linkage-defined saccharide,518.15
G04246XX,Glc(a1-2)Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1882.64
G04314NE,Gal(a1-6)Glc(b1-6)Gal(a1-6)Glc,Linkage-defined saccharide,666.22
G04260QS,Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(a1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1380.49
G04306MC,Man(b1-4)Rha(b1-3)[Glc(a1-6)]Gal,Linkage-defined saccharide,650.23
G04328BL,Rha(a1-3)[Glc(a1-6)]Gal,Linkage-defined saccharide,488.17
G04348PK,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2192.81
G04362BH,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GalNAc,Linkage-defined saccharide,732.28
G04370TG,Gal(b1-2)[Xyl(b1-4)]GlcA,Linkage-defined saccharide,488.14
G04379SJ,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)][GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2290.86
G04406VW,GlcNAc(a1-3)Gal(b1-3)GlcNAc(b1-3)GalNAc,Linkage-defined saccharide,789.3
G04422RF,Glc(b1-6)Glc(b1-6)Glc(b1-3)Glc(b1-3)[Glc(b1-6)Glc(b1-6)]Glc,Linkage-defined saccharide,1152.38
G04453SY,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,3158.17
G04453YB,Rha(a1-2)Xyl(b1-2)Glc,Linkage-defined saccharide,458.16
G04437YM,Ara(a1-2)Rha(a1-6)Gal,Linkage-defined saccharide,458.16
G04510GI,GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc,Linkage-defined saccharide,1925.72
G04512XN_4,Man(a1-3)[Man(a1-2)Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1234.43
G04508HC,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1868.7
G04536JV,Fuc(a1-2)Gal(b1-3)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1551.58
G04577AQ,Man(a1-2)Man(a1-2)Man(b1-3)GalNAc(a1-2)Man(a1-4)Man(a1-2)Man(b1-3)GalNAc,Linkage-defined saccharide,1396.49
G04580CX,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,1396.49
G04580EA,Rha(a1-3)GlcNAc(b1-2)Rha(a1-2)Rha(a1-3)Rha(a1-3)GlcNAc(b1-2)Rha(a1-2)Rha,Linkage-defined saccharide,1300.52
G04544IL,Rha(a1-2)Rha(a1-3)Rha(a1-3)Man(a1-2)[Glc(a1-4)Gal(b1-6)]Man-ol,Linkage-defined saccharide,1106.41
G04609GK,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1916.71
G04612AX,Gal(b1-4)[Gal(b1-2)Gal(b1-6)]GlcNAc,Linkage-defined saccharide,707.25
G04653HU,Fuc(a1-2)Gal(b1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc,Linkage-defined saccharide,837.31
G04685DG,Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1599.57
G04695KP,D-Ara(b1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc,Linkage-defined saccharide,661.24
G04690JX,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,675.26
G04703RH,GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man,Linkage-defined saccharide,1316.49
G04734NA,Man(a1-3)Man(a1-3)Man(a1-3)Man(a1-3)GlcNAc,Linkage-defined saccharide,869.3
G04767QO,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2516.91
G04717US,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1925.72
G04771TC,GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4)GlcA,Linkage-defined saccharide,2292.68
G04775TV,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2662.97
G04777GL,Glc(a1-4)Xyl(a1-4)Glc,Linkage-defined saccharide,474.16
G04818NV,Man(a1-2)Man(a1-2)Man(a1-3)Man,Linkage-defined saccharide,666.22
G04838TF,Fuc(a1-2)Fuc(a1-3)GalNAc(b1-4)[Fuc(a1-2)Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-2)Fuc(a1-3)GalNAc(b1-4)[Fuc(a1-2)Fuc(a1-3)]GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,2363.92
G04851FX,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1437.51
G04863WM,Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-3)[Fuc(a1-2)]Gal(b1-3)[Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1996.71
G04825BD,Xyl(a1-6)Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc,Linkage-defined saccharide,1518.5
G04854HX,GlcA(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,518.15
G04855ZO,Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2354.86
G04860BW,Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc,Linkage-defined saccharide,910.33
G04911QP,Glc(a1-4)[Rha(a1-6)]Glc,Linkage-defined saccharide,488.17
G04945KL,Fuc(a1-2)Gal(a1-3)[Kdn(a2-6)]GalNAc,Linkage-defined saccharide,779.27
G04922JV,Gal(b1-4)Glc(a1-3)Glc,Linkage-defined saccharide,504.17
G04949TM,Glc(a1-2)Glc(a1-6)Glc(a1-6)Glc,Linkage-defined saccharide,666.22
G04984PI,Gal(b1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)GalNAc,Linkage-defined saccharide,894.33
G05028UJ,Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1948.7
G05015WE,Araf(a1-2)Xyl(a1-6)Glc(b1-4)[Araf(a1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Linkage-defined saccharide,1034.35
G05081RC,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2119.79
G05095BA,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Glc,Linkage-defined saccharide,1202.44
G05096VL,Gal(b1-4)Glc(b1-2)[Rha(a1-3)]Glc,Linkage-defined saccharide,650.23
G05103YR,Man(a1-3)[Man(a1-4)]Man,Linkage-defined saccharide,504.17
