GlyTouCan ID,IUPAC Condensed,Subsumption Level,Monoisotopic Mass
G63974UB,Man(a1-3)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,894.33
G63978ZE,Glc(b1-3)Glc(a1-4)Glc,Linkage-defined saccharide,504.17
G63993FI,Man(a1-3)Man(a1-2)Man(a1-2)Man,Linkage-defined saccharide,666.22
G64020WO,GalNAc(b1-6)[Fuc(a1-2)]Gal,Linkage-defined saccharide,529.2
G64253RM,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-4)Gal(b1-4)Glc,Linkage-defined saccharide,853.31
G64185VP,Glc(a1-4)[Glc(a1-4)Glc(a1-6)]Glc(a1-4)Glc(a1-4)Glc,Linkage-defined saccharide,990.33
G64263LL,GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)Glc,Linkage-defined saccharide,1113.41
G64266QU,Glc(a1-3)[ManNAc(b1-4)]Rha,Linkage-defined saccharide,529.2
G64321PA,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1624.6
G64315DN,Gal(b1-3)GlcNAc(b1-4)Glc(b1-4)Glc,Linkage-defined saccharide,707.25
G64357NA,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2313.84
G64388ER,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-4)Gal(b1-4)Glc,Linkage-defined saccharide,999.36
G64403YS,Gal(b1-6)Gal(b1-6)Gal,Linkage-defined saccharide,504.17
G64289QQ,Gal(b1-4)GlcNAc(b1-3)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,Linkage-defined saccharide,1729.63
G64462FL,Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(a1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1720.59
G64484II,Gal(b1-6)Gal(a1-6)Gal,Linkage-defined saccharide,504.17
G64503OY,Qui(b1-2)[Qui(b1-2)Gal(b1-4)]Xyl(b1-3)Qui,Linkage-defined saccharide,750.28
G64506OB,Glc(a1-4)Glc(a1-4)Glc(a1-6)Glc(a1-6)Glc,Linkage-defined saccharide,828.27
G64518MK,GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)][Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1405.52
G64666BO,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,3612.31
G64695WF,Xyl(b1-3)Xyl(b1-4)Xyl,Linkage-defined saccharide,414.14
G64725VJ,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2192.81
G64800JN,GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl,Linkage-defined saccharide,650.19
G64812KE,Glc(a1-3)[Glc(a1-6)Glc(a1-6)]Glc(a1-6)Glc(a1-4)Glc,Linkage-defined saccharide,990.33
G64814WV,Glc(a1-3)[Glc(a1-6)Glc(a1-6)]Glc(a1-4)Glc,Linkage-defined saccharide,828.27
G64790RD,"Gal(b1-4)3,6-Anhydro-L-Gal(a1-3)Gal(b1-4)3,6-Anhydro-L-Gal(a1-3)Gal",Linkage-defined saccharide,792.25
G64802BG,Glc(b1-4)GlcNAc(b1-4)GlcA,Linkage-defined saccharide,559.17
G64824BK,Rha(a1-2)[Gal(b1-6)]Glc,Linkage-defined saccharide,488.17
G64897QL,Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2637.94
G64979EW,Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1042.37
G65055JX,Glc(b1-6)[Xyl(b1-4)]Glc,Linkage-defined saccharide,474.16
G65084YX,Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1932.71
G65098TH,Man(a1-5)D-Araf(b1-2)D-Araf(a1-5)D-Araf(a1-5)D-Ara,Linkage-defined saccharide,708.23
G65270CA,Araf(a1-3)Gal(b1-4)Rha-ol,Linkage-defined saccharide,460.18
G65276XQ,Glc(b1-3)Glc(a1-6)Glc,Linkage-defined saccharide,504.17
G65295TN,Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,2003.67
G65236BH,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,1519.57
G65432SL,Glc(a1-4)[Glc(a1-6)]Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc,Linkage-defined saccharide,990.33
G65447JX,Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)][Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1405.52
G65328GZ,GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN,Linkage-defined saccharide,662.29
G65518IK,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1558.54
G65542KP,Glc(a1-6)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-6)Glc(a1-4)Glc(a1-4)Glc,Linkage-defined saccharide,1314.43
G65515LA,Neu(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1848.65
G65592HK,Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc-ol,Linkage-defined saccharide,1094.37
G65688QA,GlcNAc(b1-2)Rha(a1-2)Rha(a1-3)Rha,Linkage-defined saccharide,659.26
G65720XL,Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Man,Linkage-defined saccharide,910.33
G65665US,Man(a1-3)Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2206.75
G65735GD,Gal(a1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-4)GlcNAc(b1-2)[Gal(a1-4)GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2151.78
G65820OM,Neu(a2-6)Gal(b1-4)Glc,Linkage-defined saccharide,591.2
G65904ZP,Xyl(b1-4)Ara(b1-4)Ara,Linkage-defined saccharide,414.14
G66052QO,Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,2003.67
G65965FK,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(b1-6)]Man(b1-4)GlcNAc(b1-4)[D-Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2678.97
G66118UZ,Glc(a1-3)Man(a1-2)Man(a1-2)[Man(a1-3)Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1882.64
G66122ZT,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2135.79
G66068XE,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1218.44
G66166SQ,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1583.57
G66272NF,Gal(b1-6)GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,Linkage-defined saccharide,1218.44
G66219AU,Araf(a1-3)[Rha(a1-4)]Glc,Linkage-defined saccharide,458.16
G66230FT,Glc(a1-4)Glc(a1-3)Rha(a1-3)ManNAc,Linkage-defined saccharide,691.25
G66253BZ,Gal(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1097.41
G66276TK,GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1827.68
G66281YY,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1884.7
G66307BZ,Gal(b1-4)[GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,586.22
G66318DS,Glc(b1-2)[Glc(b1-2)Glc(b1-3)]D-Fuc,Linkage-defined saccharide,650.23
G66362JB,Gal(a1-3)Gal(b1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2434.86
G66372RE,GalA(a1-4)GalA(a1-4)GalA(a1-4)GalA(a1-4)GalA(a1-4)GalA(a1-4)GalA(a1-4)Gal,Linkage-defined saccharide,1412.29
G66378UC,Gal(b1-2)[GlcA(b1-3)Gal(a1-3)]Man,Linkage-defined saccharide,680.2
G66463TJ,Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc,Linkage-defined saccharide,1800.59
G66474IG,GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2128.8
G66692CW,Man(a1-3)[Galf(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1396.49
G66804IZ_2,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,1072.38
G66656YR,Glc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1478.54
G66691RY,Gal(a1-4)GalNAc(a1-4)GalNAc(b1-4)GlcNAc(b1-3)Man(b1-4)Glc,Linkage-defined saccharide,1113.41
G66763JM,Glc(b1-2)Glc(b1-4)Glc,Linkage-defined saccharide,504.17
G66763RD,Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc,Linkage-defined saccharide,990.33
G66791YU,Glc(b1-3)[D-Fuc(b1-2)]Glc,Linkage-defined saccharide,488.17
G66918JB,GlcA(b1-3)GlcNAc(a1-2)Gal,Linkage-defined saccharide,559.17
G66836CJ,Araf(a1-3)[Araf(a1-2)[Araf(a1-3)]Xyl(b1-4)]Xyl(b1-4)Xyl,Linkage-defined saccharide,810.26
G67221GY,Man(a1-2)[Glc(a1-3)]Man,Linkage-defined saccharide,504.17
G67229ZY,Glc(a1-4)Glc(a1-4)[Glc(a1-6)]Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc,Linkage-defined saccharide,1152.38
G67173JO,Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2470.91
G67319NX,Man(b1-4)[Gal(a1-6)]Man(b1-4)[Gal(a1-6)]Man(b1-4)Man(b1-4)Man(b1-4)[Gal(a1-6)]Man,Linkage-defined saccharide,1476.49
G67400IQ,Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc,Linkage-defined saccharide,990.33
G67357EP,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)Glc,Linkage-defined saccharide,999.36
G67534LV,GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2639.99
G67598LP,Man(a1-2)Man(a1-3)[Galf(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1558.54
G67650WH,GlcNAc(a1-4)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1300.49
G67710XV,Gal(a1-4)Gal(b1-4)Glc,Linkage-defined saccharide,504.17
G67852VR,"Glc(a1-4)2,3-Anhydro-Man(a1-4)2,3-Anhydro-Man(a1-4)Glc(a1-4)Glc",Linkage-defined saccharide,792.25
G67873UI,Araf(a1-3)[Xyl(b1-4)]Xyl(b1-4)Xyl(b1-4)Xyl,Linkage-defined saccharide,678.22
G67892VI,GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcN,Linkage-defined saccharide,788.32
G67948AK,Gal(a1-2)[Tyv(a1-3)]Man(a1-4)Rha(a1-3)Gal(a1-2)[Tyv(a1-3)]Man(a1-4)Rha(a1-3)Gal(a1-2)[Tyv(a1-3)]Man(a1-4)Rha,Linkage-defined saccharide,1818.69
G67875CK,Gal(b1-3)[Xyl(b1-2)]GlcA,Linkage-defined saccharide,488.14
G68083FY,Kdo(a2-4)Kdo(a2-6)GlcNAc(b1-6)GlcNAc,Linkage-defined saccharide,864.29
G68113KQ,Glc(a1-6)Glc(b1-6)Glc,Linkage-defined saccharide,504.17
G68025GP,Rha(a1-4)GalA(a1-2)[Gal(b1-4)]Rha(a1-4)GalA,Linkage-defined saccharide,824.24
G68126WN,Glc(a1-6)Glc(b1-3)[Glc(b1-2)Rha(a1-6)Glc(a1-4)]GalN,Linkage-defined saccharide,973.35
G68219TN,Araf(a1-2)Xyl(b1-4)Xyl(b1-4)Xyl,Linkage-defined saccharide,546.18
G68241HM,Rha(a1-2)Rha(a1-3)Gal(a1-3)Gal(b1-4)Glc(b1-3)Gal,Linkage-defined saccharide,958.34
G68155EK,Man(b1-4)Glc(b1-4)Glc,Linkage-defined saccharide,504.17
G68242MG,"3,6-Anhydro-L-Gal(a1-3)Gal(b1-4)3,6-Anhydro-L-Gal(a1-3)Gal(b1-4)3,6-Anhydro-L-Gal(a1-3)Gal-ol",Linkage-defined saccharide,938.31
G68354TY,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1948.7
G68395LV,Man(a1-3)[GlcNAc(b1-4)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1113.41
G68328ZM,Xyl(b1-4)Rha(a1-2)Glc,Linkage-defined saccharide,458.16
G68331WD,Gal(a1-3)Gal(a1-3)Rha(a1-2)Gal(a1-3)Gal(a1-3)Rha,Linkage-defined saccharide,958.34
G68473OZ,Glc(b1-4)GlcA(b1-4)Glc(b1-4)Glc,Linkage-defined saccharide,680.2
G68593OS,Glc(b1-3)[Man(a1-6)]Man,Linkage-defined saccharide,504.17
G68449ZW,Fuc(a1-2)Gal(b1-4)Gal(b1-4)Rha-ol,Linkage-defined saccharide,636.25
G68509NP,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1649.63
G68695SS,Rha(a1-3)Rha(a1-3)GlcNAc(b1-2)Rha(a1-2)Rib-ol,Linkage-defined saccharide,793.32
G68722IU,GalNAc(a1-4)GalNAc(b1-4)GlcNAc(b1-3)Man(b1-4)Glc,Linkage-defined saccharide,951.35
G68636BT,Rha(a1-2)Gal(a1-3)GlcNAc,Linkage-defined saccharide,529.2
G68674DL,Glc(b1-2)Xyl(b1-6)GlcNAc(b1-2)[GalNAc(b1-4)]Xyl,Linkage-defined saccharide,850.31
G68694KK,Rha(a1-3)Rha(a1-2)Rha(a1-2)Rha,Linkage-defined saccharide,602.24
G68887LW,GalN(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc,Linkage-defined saccharide,690.27
G68762AY,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]Glc,Linkage-defined saccharide,2110.76
G68776NM,Gal(b1-3)[Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1259.47
G68835PZ_2,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc,Linkage-defined saccharide,675.26
G68835PZ_4,Fuc(a1-2)Gal(b1-4)[Fuc(a1-4)]GlcNAc,Linkage-defined saccharide,675.26
G68915EJ,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1594.59
G68947VN,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,2167.78
G68963BB,Glc(b1-4)GlcNAc(b1-2)Man(a1-3)[Glc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1640.59
G68989TA,Gal(b1-3)[Fuc(a1-2)]Gal,Linkage-defined saccharide,488.17
G69000LR,Gal(b1-3)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal,Linkage-defined saccharide,748.27
G68950LW,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2135.79
G69123AM,Gal(b1-6)Gal(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,666.22
G69128QO,Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc,Linkage-defined saccharide,1092.36
G69292IS,GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,951.35
G69238VU,Xyl(b1-4)Xyl(b1-4)Xyl,Linkage-defined saccharide,414.14
G69259KI,Glc(b1-4)GlcN(b1-6)GlcN,Linkage-defined saccharide,502.2
G69374XN,Gal(a1-6)Gal(a1-6)Gal,Linkage-defined saccharide,504.17
G69461KL,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1786.65
G69412YT,Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc,Linkage-defined saccharide,1152.38
G69530QM,Gal(b1-4)Gal(b1-3)GlcA,Linkage-defined saccharide,518.15
G69533CO,Man(a1-6)[Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc-ol,Linkage-defined saccharide,1028.39
G69528CO,Rha(a1-3)Rha(a1-8)Kdo,Linkage-defined saccharide,530.18
G69573UX,Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,1841.62
G69625ZK,Kdo(a2-4)[Glc(b1-3)[GlcNAc(a1-2)Glc(b1-4)][Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)]Glc(a1-5)]Kdo,Linkage-defined saccharide,1795.58
G69655VD,GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal,Linkage-defined saccharide,748.27
G69671BP,Rha(a1-2)Gal(a1-3)GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Gal(a1-3)GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Gal(a1-3)GlcNAc(a1-3)Rha,Linkage-defined saccharide,1989.75
G69805RV,Man(a1-4)Man(a1-4)Man,Linkage-defined saccharide,504.17
G69859KT,Man(a1-2)Man(a1-6)Man(a1-6)Man,Linkage-defined saccharide,666.22
G69863UD,GlcA(b1-4)Gal(a1-6)Glc(b1-3)Gal,Linkage-defined saccharide,680.2
G69952BC,Glc(a1-2)[Glc(b1-4)]Gal,Linkage-defined saccharide,504.17
G69917FQ,Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,Linkage-defined saccharide,1044.39
G69931GF,GlcNAc(b1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1275.46
G70000DB,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1072.38
G70014JE,Xyl(b1-2)Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,718.26
G70059SD,GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1624.6
G70094LO,Gal(b1-4)Glc(b1-4)Gal(b1-4)Glc,Linkage-defined saccharide,666.22
G69975XI,Kdn(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,957.32
G70111FB,Xyl(a1-6)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc-ol,Linkage-defined saccharide,800.28
G70122FM,Gal(a1-2)Man(a1-4)Rha(a1-3)Gal(a1-2)[Abe(a1-3)]Man(a1-4)Rha,Linkage-defined saccharide,1088.4
G70154EW,Xyl(b1-4)Xyl(b1-3)Xyl(b1-4)Rha(a1-3)Xyl(b1-3)Rha(a1-2)Ara,Linkage-defined saccharide,970.34
G70192OC,Gal(b1-4)Gal(b1-2)Glc,Linkage-defined saccharide,504.17
G70233JE,Xyl(a1-6)Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Linkage-defined saccharide,1386.45
G70246WA,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1786.65
G70253CE,L-GulA(a1-4)ManA(b1-4)ManA(b1-4)L-GulA(a1-4)L-GulA(a1-4)ManA,Linkage-defined saccharide,1074.2
G70215IM,GlcA(b1-2)Man(a1-3)Glc(a1-3)Gal,Linkage-defined saccharide,680.2
G70342AN,Rha(a1-3)Gal(a1-3)GlcNAc(b1-3)Rha(a1-3)Rha(a1-3)Rha(a1-3)Rha(b1-4)GlcNAc,Linkage-defined saccharide,1316.51
G70369GA,Man(a1-3)Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-3)Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,2165.72
G70377VS,Gal(b1-4)GlcNAc(b1-4)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1275.46
G70405LQ,Gal(b1-2)[Abe(a1-3)]Man(a1-4)Rha,Linkage-defined saccharide,618.24
G70584KM,Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1640.59
G70586RC,GlcNAc(b1-2)[Gal(b1-4)Gal(b1-4)]Glc(b1-3)GalNAc,Linkage-defined saccharide,910.33
G70611XO,Glc(a1-6)Man(a1-2)Man(a1-2)Man(a1-2)Man,Linkage-defined saccharide,828.27
G70651XZ,Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2206.75
