Model Size,Task,Classifier,Seed,C,gamma,kernel,colsample_bytree,learning_rate,max_depth,n_estimators,num_leaves,reg_alpha,reg_lambda,subsample
large_multitask_mask_55,species,SVM,0,0.44103656679709824,,linear,,,,,,,,
large_multitask_mask_55,species,SVM,1,0.4944059287398674,,linear,,,,,,,,
large_multitask_mask_55,species,SVM,2,0.1501799526595153,,linear,,,,,,,,
large_multitask_mask_55,species,LGBM,0,,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154
large_multitask_mask_55,species,LGBM,1,,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026
large_multitask_mask_55,species,LGBM,2,,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403
large_multitask_mask_55,immunogenicity,SVM,0,0.44103656679709824,,linear,,,,,,,,
large_multitask_mask_55,immunogenicity,SVM,1,0.015151125123102896,,linear,,,,,,,,
large_multitask_mask_55,immunogenicity,SVM,2,1.275466815572557,0.003867464027059848,rbf,,,,,,,,
large_multitask_mask_55,immunogenicity,LGBM,0,,,,0.6527191449617569,0.11431471515815911,5.0,906.0,39.0,0.15612133571202763,0.4554748900348601,0.6659761840967536
large_multitask_mask_55,immunogenicity,LGBM,1,,,,0.7668088018810296,0.11587950184865049,14.0,815.0,99.0,0.05108188686258306,0.15478974396671022,0.755164296464803
large_multitask_mask_55,immunogenicity,LGBM,2,,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403
large_multitask_mask_55,link,SVM,0,0.5301709347576824,,linear,,,,,,,,
large_multitask_mask_55,link,SVM,1,96.81085478045662,,linear,,,,,,,,
large_multitask_mask_55,link,SVM,2,0.1501799526595153,,linear,,,,,,,,
large_multitask_mask_55,link,LGBM,0,,,,0.6423630428751168,0.0500685766747399,19.0,559.0,134.0,0.23358825194833557,0.5073432032394334,0.607515920174542
large_multitask_mask_55,link,LGBM,1,,,,0.8715342131759564,0.02053999758694306,7.0,878.0,43.0,0.5664575403106769,0.4985814110725697,0.8455753271184223
large_multitask_mask_55,link,LGBM,2,,,,0.9973065177846362,0.029223525724947828,17.0,866.0,60.0,0.11508696467556201,0.25323718685559815,0.7096693037561841
